Customer ID,InvoiceDate,Invoice,Quantity,Price
,2024-03-01 10:00:00,B55,2,12.0
20011.0,2024-03-01 10:00:00,B56,2,12.0
20012.0,2024-03-01 10:00:00,B57,0,12.0
20013.0,2024-03-01 10:00:00,B58,2,12.0
20014.0,2024-03-01 10:00:00,B59,2,12.0
,2024-03-01 10:00:00,B60,2,12.0
20001.0,2024-03-01 10:00:00,B61,2,12.0
20002.0,2024-03-01 10:00:00,B62,2,12.0
20003.0,2024-03-01 10:00:00,B63,2,12.0
20004.0,2024-03-01 10:00:00,B64,2,12.0
,2024-03-01 10:00:00,B65,2,12.0
20006.0,2024-03-01 10:00:00,B66,2,12.0
20007.0,2024-03-01 10:00:00,B67,2,12.0
20008.0,2024-03-01 10:00:00,B68,-1,12.0
20009.0,2024-03-01 10:00:00,B69,2,0.0
,2024-03-01 10:00:00,B70,2,12.0
20011.0,2024-03-01 10:00:00,B71,2,12.0
20012.0,2024-03-01 10:00:00,B72,2,12.0
20013.0,2024-03-01 10:00:00,B73,2,12.0
20014.0,2024-03-01 10:00:00,B74,2,12.0
,2024-03-01 10:00:00,B75,2,12.0
20001.0,2024-03-01 10:00:00,B76,0,12.0
20002.0,2024-03-01 10:00:00,B77,2,12.0
20003.0,2024-03-01 10:00:00,B78,2,12.0
20004.0,2024-03-01 10:00:00,B79,2,12.0
,2024-03-01 10:00:00,B80,2,12.0
20006.0,2024-03-01 10:00:00,B81,2,12.0
20007.0,2024-03-01 10:00:00,B82,2,12.0
20008.0,2024-03-01 10:00:00,B83,2,12.0
20009.0,2024-03-01 10:00:00,B84,2,12.0
,2024-03-01 10:00:00,B85,-1,12.0
20011.0,2024-03-01 10:00:00,B86,2,12.0
20012.0,2024-03-01 10:00:00,B87,2,12.0
20013.0,2024-03-01 10:00:00,B88,2,12.0
20014.0,2024-03-01 10:00:00,B89,2,12.0
,2024-03-01 10:00:00,B90,2,12.0
20001.0,2024-03-01 10:00:00,B91,2,12.0
20002.0,2024-03-01 10:00:00,B92,2,0.0
20003.0,2024-03-01 10:00:00,B93,2,12.0
20004.0,2024-03-01 10:00:00,B94,2,12.0
,2024-03-01 10:00:00,B95,0,12.0
20006.0,2024-03-01 10:00:00,B96,2,12.0
20007.0,2024-03-01 10:00:00,B97,2,12.0
20008.0,2024-03-01 10:00:00,B98,2,12.0
20009.0,2024-03-01 10:00:00,B99,2,12.0
,2024-03-01 10:00:00,B100,2,12.0
20011.0,2024-03-01 10:00:00,B101,2,12.0
20012.0,2024-03-01 10:00:00,B102,-1,12.0
20013.0,2024-03-01 10:00:00,B103,2,12.0
20014.0,2024-03-01 10:00:00,B104,2,12.0
,2024-03-01 10:00:00,B105,2,12.0
20001.0,2024-03-01 10:00:00,B106,2,12.0
20002.0,2024-03-01 10:00:00,B107,2,12.0
20003.0,2024-03-01 10:00:00,B108,2,12.0
20004.0,2024-03-01 10:00:00,B109,2,12.0
,2024-03-01 10:00:00,B110,2,12.0
20006.0,2024-03-01 10:00:00,B111,2,12.0
20007.0,2024-03-01 10:00:00,B112,2,12.0
20008.0,2024-03-01 10:00:00,B113,2,12.0
20009.0,2024-03-01 10:00:00,B114,0,12.0
,2024-03-01 10:00:00,B115,2,0.0
20011.0,2024-03-01 10:00:00,B116,2,12.0
20012.0,2024-03-01 10:00:00,B117,2,12.0
20013.0,2024-03-01 10:00:00,B118,2,12.0
20014.0,2024-03-01 10:00:00,B119,-1,12.0
,2024-03-01 10:00:00,B120,2,12.0
20001.0,2024-03-01 10:00:00,B121,2,12.0
20002.0,2024-03-01 10:00:00,B122,2,12.0
20003.0,2024-03-01 10:00:00,B123,2,12.0
20004.0,2024-03-01 10:00:00,B124,2,12.0
,2024-03-01 10:00:00,B125,2,12.0
20006.0,2024-03-01 10:00:00,B126,2,12.0
20007.0,2024-03-01 10:00:00,B127,2,12.0
20008.0,2024-03-01 10:00:00,B128,2,12.0
20009.0,2024-03-01 10:00:00,B129,2,12.0
,2024-03-01 10:00:00,B130,2,12.0
20011.0,2024-03-01 10:00:00,B131,2,12.0
20012.0,2024-03-01 10:00:00,B132,2,12.0
20013.0,2024-03-01 10:00:00,B133,0,12.0
20014.0,2024-03-01 10:00:00,B134,2,12.0
,2024-03-01 10:00:00,B135,2,12.0
20001.0,2024-03-01 10:00:00,B136,-1,12.0
20002.0,2024-03-01 10:00:00,B137,2,12.0
20003.0,2024-03-01 10:00:00,B138,2,0.0
20004.0,2024-03-01 10:00:00,B139,2,12.0
,2024-03-01 10:00:00,B140,2,12.0
20006.0,2024-03-01 10:00:00,B141,2,12.0
20007.0,2024-03-01 10:00:00,B142,2,12.0
20008.0,2024-03-01 10:00:00,B143,2,12.0
20009.0,2024-03-01 10:00:00,B144,2,12.0
,2024-03-01 10:00:00,B145,2,12.0
20011.0,2024-03-01 10:00:00,B146,2,12.0
20012.0,2024-03-01 10:00:00,B147,2,12.0
20013.0,2024-03-01 10:00:00,B148,2,12.0
20014.0,2024-03-01 10:00:00,B149,2,12.0
,2024-03-01 10:00:00,B150,2,12.0
20001.0,2024-03-01 10:00:00,B151,2,12.0
20002.0,2024-03-01 10:00:00,B152,0,12.0
20003.0,2024-03-01 10:00:00,B153,-1,12.0
20004.0,2024-03-01 10:00:00,B154,2,12.0
,2024-03-01 10:00:00,B155,2,12.0
20006.0,2024-03-01 10:00:00,B156,2,12.0
20007.0,2024-03-01 10:00:00,B157,2,12.0
20008.0,2024-03-01 10:00:00,B158,2,12.0
20009.0,2024-03-01 10:00:00,B159,2,12.0
,2024-03-01 10:00:00,B160,2,12.0
20011.0,2024-03-01 10:00:00,B161,2,0.0
20012.0,2024-03-01 10:00:00,B162,2,12.0
20013.0,2024-03-01 10:00:00,B163,2,12.0
20014.0,2024-03-01 10:00:00,B164,2,12.0
,2024-03-01 10:00:00,B165,2,12.0
20001.0,2024-03-01 10:00:00,B166,2,12.0
20002.0,2024-03-01 10:00:00,B167,2,12.0
20003.0,2024-03-01 10:00:00,B168,2,12.0
20004.0,2024-03-01 10:00:00,B169,2,12.0
,2024-03-01 10:00:00,B170,-1,12.0
20006.0,2024-03-01 10:00:00,B171,0,12.0
20007.0,2024-03-01 10:00:00,B172,2,12.0
20008.0,2024-03-01 10:00:00,B173,2,12.0
20009.0,2024-03-01 10:00:00,B174,2,12.0
,2024-03-01 10:00:00,B175,2,12.0
20011.0,2024-03-01 10:00:00,B176,2,12.0
20012.0,2024-03-01 10:00:00,B177,2,12.0
20013.0,2024-03-01 10:00:00,B178,2,12.0
20014.0,2024-03-01 10:00:00,B179,2,12.0
,2024-03-01 10:00:00,B180,2,12.0
20001.0,2024-03-01 10:00:00,B181,2,12.0
20002.0,2024-03-01 10:00:00,B182,2,12.0
20003.0,2024-03-01 10:00:00,B183,2,12.0
20004.0,2024-03-01 10:00:00,B184,2,0.0
,2024-03-01 10:00:00,B185,2,12.0
20006.0,2024-03-01 10:00:00,B186,2,12.0
20007.0,2024-03-01 10:00:00,B187,-1,12.0
20008.0,2024-03-01 10:00:00,B188,2,12.0
20009.0,2024-03-01 10:00:00,B189,2,12.0
,2024-03-01 10:00:00,B190,0,12.0
20011.0,2024-03-01 10:00:00,B191,2,12.0
20012.0,2024-03-01 10:00:00,B192,2,12.0
20013.0,2024-03-01 10:00:00,B193,2,12.0
20014.0,2024-03-01 10:00:00,B194,2,12.0
,2024-03-01 10:00:00,B195,2,12.0
20001.0,2024-03-01 10:00:00,B196,2,12.0
20002.0,2024-03-01 10:00:00,B197,2,12.0
20003.0,2024-03-01 10:00:00,B198,2,12.0
20004.0,2024-03-01 10:00:00,B199,2,12.0
